readout_id,trace_id,source,step_index,first_error,invalid_so_far,error_onset,direction_type,direction_index,alpha,verdict_score,baseline_verdict_score,delta_verdict_score
step-error-yes-no-v1,omnimath-497,omnimath,1,1,1,1,learned,-1,0.0,0.33082112669944763,0.33082112669944763,0.0
step-error-yes-no-v1,olympiadbench-159,olympiadbench,2,13,0,0,learned,-1,0.0,0.7805885076522827,0.7805885076522827,0.0
step-error-yes-no-v1,olympiadbench-358,olympiadbench,8,1,1,0,learned,-1,0.0,0.5213013291358948,0.5213013291358948,0.0
step-error-yes-no-v1,omnimath-460,omnimath,7,2,1,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,olympiadbench-757,olympiadbench,6,-1,0,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,math-92,math,0,1,0,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,math-27,math,2,1,1,0,learned,-1,0.0,0.5436869859695435,0.5436869859695435,0.0
step-error-yes-no-v1,math-387,math,0,1,0,0,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,omnimath-81,omnimath,2,4,0,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,math-418,math,2,1,1,0,learned,-1,0.0,0.6709671020507812,0.6709671020507812,0.0
step-error-yes-no-v1,math-35,math,1,2,0,0,learned,-1,0.0,0.46211710572242737,0.46211710572242737,0.0
step-error-yes-no-v1,olympiadbench-844,olympiadbench,5,-1,0,0,learned,-1,0.0,0.41157007217407227,0.41157007217407227,0.0
step-error-yes-no-v1,gsm8k-208,gsm8k,1,4,0,0,learned,-1,0.0,0.6709671020507812,0.6709671020507812,0.0
step-error-yes-no-v1,omnimath-582,omnimath,5,4,1,0,learned,-1,0.0,-0.5963735580444336,-0.5963735580444336,0.0
step-error-yes-no-v1,omnimath-182,omnimath,4,1,1,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,omnimath-451,omnimath,2,1,1,0,learned,-1,0.0,-0.2740616202354431,-0.2740616202354431,0.0
step-error-yes-no-v1,olympiadbench-154,olympiadbench,3,3,1,1,learned,-1,0.0,0.5436869859695435,0.5436869859695435,0.0
step-error-yes-no-v1,olympiadbench-568,olympiadbench,1,4,0,0,learned,-1,0.0,0.6709671020507812,0.6709671020507812,0.0
step-error-yes-no-v1,omnimath-429,omnimath,0,2,0,0,learned,-1,0.0,0.09347626566886902,0.09347626566886902,0.0
step-error-yes-no-v1,olympiadbench-919,olympiadbench,8,-1,0,0,learned,-1,0.0,-0.24491867423057556,-0.24491867423057556,0.0
step-error-yes-no-v1,math-46,math,0,3,0,0,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,math-163,math,1,3,0,0,learned,-1,0.0,0.4371887743473053,0.4371887743473053,0.0
step-error-yes-no-v1,olympiadbench-665,olympiadbench,8,3,1,0,learned,-1,0.0,-0.2884502410888672,-0.2884502410888672,0.0
step-error-yes-no-v1,gsm8k-144,gsm8k,2,1,1,0,learned,-1,0.0,0.6063475608825684,0.6063475608825684,0.0
step-error-yes-no-v1,gsm8k-33,gsm8k,2,2,1,1,learned,-1,0.0,0.20037665963172913,0.20037665963172913,0.0
step-error-yes-no-v1,olympiadbench-293,olympiadbench,2,1,1,0,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,math-664,math,0,-1,0,0,learned,-1,0.0,0.946481466293335,0.946481466293335,0.0
step-error-yes-no-v1,olympiadbench-153,olympiadbench,0,2,0,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,math-738,math,1,-1,0,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,math-293,math,5,3,1,0,learned,-1,0.0,-0.21532636880874634,-0.21532636880874634,0.0
step-error-yes-no-v1,omnimath-571,omnimath,0,2,0,0,learned,-1,0.0,0.12435302138328552,0.12435302138328552,0.0
step-error-yes-no-v1,math-409,math,6,4,1,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,omnimath-996,omnimath,2,1,1,0,learned,-1,0.0,-0.031239837408065796,-0.031239837408065796,0.0
step-error-yes-no-v1,olympiadbench-442,olympiadbench,1,4,0,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,math-363,math,4,2,1,0,learned,-1,0.0,-0.6063475608825684,-0.6063475608825684,0.0
step-error-yes-no-v1,math-545,math,9,-1,0,0,learned,-1,0.0,-0.3852839469909668,-0.3852839469909668,0.0
step-error-yes-no-v1,omnimath-931,omnimath,8,6,1,0,learned,-1,0.0,-0.5436869859695435,-0.5436869859695435,0.0
step-error-yes-no-v1,olympiadbench-898,olympiadbench,6,1,1,0,learned,-1,0.0,-0.6709671020507812,-0.6709671020507812,0.0
step-error-yes-no-v1,omnimath-655,omnimath,8,5,1,0,learned,-1,0.0,-0.21532636880874634,-0.21532636880874634,0.0
step-error-yes-no-v1,math-747,math,2,-1,0,0,learned,-1,0.0,0.7117023468017578,0.7117023468017578,0.0
step-error-yes-no-v1,omnimath-938,omnimath,1,5,0,0,learned,-1,0.0,0.3852839469909668,0.3852839469909668,0.0
step-error-yes-no-v1,omnimath-383,omnimath,4,2,1,0,learned,-1,0.0,0.18533319234848022,0.18533319234848022,0.0
step-error-yes-no-v1,math-508,math,7,-1,0,0,learned,-1,0.0,-0.031239837408065796,-0.031239837408065796,0.0
step-error-yes-no-v1,omnimath-359,omnimath,0,1,0,0,learned,-1,0.0,0.49817442893981934,0.49817442893981934,0.0
step-error-yes-no-v1,olympiadbench-247,olympiadbench,3,2,1,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,math-606,math,3,-1,0,0,learned,-1,0.0,0.7615941166877747,0.7615941166877747,0.0
step-error-yes-no-v1,omnimath-722,omnimath,7,4,1,0,learned,-1,0.0,-0.46211710572242737,-0.46211710572242737,0.0
step-error-yes-no-v1,omnimath-766,omnimath,3,1,1,0,learned,-1,0.0,0.653423547744751,0.653423547744751,0.0
step-error-yes-no-v1,omnimath-382,omnimath,0,1,0,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,omnimath-349,omnimath,7,7,1,1,learned,-1,0.0,-0.371898889541626,-0.371898889541626,0.0
step-error-yes-no-v1,omnimath-341,omnimath,0,5,0,0,learned,-1,0.0,0.5545997619628906,0.5545997619628906,0.0
step-error-yes-no-v1,omnimath-968,omnimath,6,2,1,0,learned,-1,0.0,-0.30270975828170776,-0.30270975828170776,0.0
step-error-yes-no-v1,math-170,math,8,8,1,1,learned,-1,0.0,-0.06241875886917114,-0.06241875886917114,0.0
step-error-yes-no-v1,gsm8k-242,gsm8k,3,-1,0,0,learned,-1,0.0,-0.2884502410888672,-0.2884502410888672,0.0
step-error-yes-no-v1,olympiadbench-580,olympiadbench,7,2,1,0,learned,-1,0.0,-0.24491867423057556,-0.24491867423057556,0.0
step-error-yes-no-v1,omnimath-168,omnimath,0,1,0,0,learned,-1,0.0,0.12435302138328552,0.12435302138328552,0.0
step-error-yes-no-v1,olympiadbench-54,olympiadbench,5,1,1,0,learned,-1,0.0,0.031239837408065796,0.031239837408065796,0.0
step-error-yes-no-v1,math-936,math,3,0,1,0,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,olympiadbench-475,olympiadbench,2,4,0,0,learned,-1,0.0,0.06241875886917114,0.06241875886917114,0.0
step-error-yes-no-v1,math-483,math,4,3,1,0,learned,-1,0.0,0.18533319234848022,0.18533319234848022,0.0
step-error-yes-no-v1,olympiadbench-95,olympiadbench,7,2,1,0,learned,-1,0.0,-0.09347626566886902,-0.09347626566886902,0.0
step-error-yes-no-v1,olympiadbench-306,olympiadbench,7,3,1,0,learned,-1,0.0,-0.12435302138328552,-0.12435302138328552,0.0
step-error-yes-no-v1,omnimath-335,omnimath,3,0,1,0,learned,-1,0.0,-0.4743163287639618,-0.4743163287639618,0.0
step-error-yes-no-v1,omnimath-824,omnimath,5,-1,0,0,learned,-1,0.0,-0.21532636880874634,-0.21532636880874634,0.0
step-error-yes-no-v1,omnimath-831,omnimath,0,-1,0,0,learned,-1,0.0,0.41157007217407227,0.41157007217407227,0.0
step-error-yes-no-v1,omnimath-531,omnimath,4,-1,0,0,learned,-1,0.0,0.8093010187149048,0.8093010187149048,0.0
step-error-yes-no-v1,olympiadbench-63,olympiadbench,4,2,1,0,learned,-1,0.0,-0.4371887743473053,-0.4371887743473053,0.0
step-error-yes-no-v1,olympiadbench-268,olympiadbench,0,2,0,0,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,gsm8k-151,gsm8k,6,5,1,0,learned,-1,0.0,-0.25954926013946533,-0.25954926013946533,0.0
step-error-yes-no-v1,gsm8k-65,gsm8k,2,4,0,0,learned,-1,0.0,0.30270975828170776,0.30270975828170776,0.0
step-error-yes-no-v1,omnimath-725,omnimath,9,-1,0,0,learned,-1,0.0,-0.06241875886917114,-0.06241875886917114,0.0
step-error-yes-no-v1,omnimath-851,omnimath,4,2,1,0,learned,-1,0.0,0.30270975828170776,0.30270975828170776,0.0
step-error-yes-no-v1,omnimath-132,omnimath,3,0,1,0,learned,-1,0.0,-0.031239837408065796,-0.031239837408065796,0.0
step-error-yes-no-v1,olympiadbench-866,olympiadbench,4,1,1,0,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,gsm8k-106,gsm8k,2,1,1,0,learned,-1,0.0,-0.09347626566886902,-0.09347626566886902,0.0
step-error-yes-no-v1,olympiadbench-373,olympiadbench,4,2,1,0,learned,-1,0.0,0.5963735580444336,0.5963735580444336,0.0
step-error-yes-no-v1,math-299,math,2,2,1,1,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,gsm8k-74,gsm8k,6,4,1,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,olympiadbench-80,olympiadbench,10,7,1,0,learned,-1,0.0,0.18533319234848022,0.18533319234848022,0.0
step-error-yes-no-v1,math-563,math,4,2,1,0,learned,-1,0.0,0.8833082914352417,0.8833082914352417,0.0
step-error-yes-no-v1,olympiadbench-9,olympiadbench,0,3,0,0,learned,-1,0.0,0.10894092917442322,0.10894092917442322,0.0
step-error-yes-no-v1,omnimath-252,omnimath,2,6,0,0,learned,-1,0.0,0.06241875886917114,0.06241875886917114,0.0
step-error-yes-no-v1,olympiadbench-76,olympiadbench,8,7,1,0,learned,-1,0.0,-0.1549907624721527,-0.1549907624721527,0.0
step-error-yes-no-v1,math-658,math,5,-1,0,0,learned,-1,0.0,-0.031239837408065796,-0.031239837408065796,0.0
step-error-yes-no-v1,olympiadbench-46,olympiadbench,4,4,1,1,learned,-1,0.0,-0.6443782448768616,-0.6443782448768616,0.0
step-error-yes-no-v1,gsm8k-319,gsm8k,1,-1,0,0,learned,-1,0.0,0.7680785655975342,0.7680785655975342,0.0
step-error-yes-no-v1,olympiadbench-517,olympiadbench,0,-1,0,0,learned,-1,0.0,0.2740616202354431,0.2740616202354431,0.0
step-error-yes-no-v1,omnimath-517,omnimath,2,1,1,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,olympiadbench-21,olympiadbench,8,5,1,0,learned,-1,0.0,-0.18533319234848022,-0.18533319234848022,0.0
step-error-yes-no-v1,gsm8k-105,gsm8k,1,1,1,1,learned,-1,0.0,0.41157007217407227,0.41157007217407227,0.0
step-error-yes-no-v1,math-632,math,1,-1,0,0,learned,-1,0.0,0.7680785655975342,0.7680785655975342,0.0
step-error-yes-no-v1,olympiadbench-61,olympiadbench,7,1,1,0,learned,-1,0.0,-0.653423547744751,-0.653423547744751,0.0
step-error-yes-no-v1,math-65,math,4,8,0,0,learned,-1,0.0,0.7805885076522827,0.7805885076522827,0.0
step-error-yes-no-v1,math-372,math,3,3,1,1,learned,-1,0.0,0.4743163287639618,0.4743163287639618,0.0
step-error-yes-no-v1,gsm8k-250,gsm8k,0,-1,0,0,learned,-1,0.0,0.6443782448768616,0.6443782448768616,0.0
step-error-yes-no-v1,omnimath-942,omnimath,2,-1,0,0,learned,-1,0.0,0.5098299980163574,0.5098299980163574,0.0
step-error-yes-no-v1,math-958,math,10,7,1,0,learned,-1,0.0,-0.41157007217407227,-0.41157007217407227,0.0
step-error-yes-no-v1,omnimath-943,omnimath,1,4,0,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,gsm8k-61,gsm8k,0,1,0,0,learned,-1,0.0,0.04684072732925415,0.04684072732925415,0.0
step-error-yes-no-v1,omnimath-329,omnimath,9,8,1,0,learned,-1,0.0,-0.5963735580444336,-0.5963735580444336,0.0
step-error-yes-no-v1,olympiadbench-20,olympiadbench,2,1,1,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,math-228,math,6,6,1,1,learned,-1,0.0,-0.2740616202354431,-0.2740616202354431,0.0
step-error-yes-no-v1,olympiadbench-141,olympiadbench,4,2,1,0,learned,-1,0.0,-0.46211710572242737,-0.46211710572242737,0.0
step-error-yes-no-v1,olympiadbench-261,olympiadbench,6,6,1,1,learned,-1,0.0,-0.7680785655975342,-0.7680785655975342,0.0
step-error-yes-no-v1,gsm8k-21,gsm8k,3,5,0,0,learned,-1,0.0,-0.10894092917442322,-0.10894092917442322,0.0
step-error-yes-no-v1,math-962,math,4,-1,0,0,learned,-1,0.0,0.10894092917442322,0.10894092917442322,0.0
step-error-yes-no-v1,omnimath-536,omnimath,1,-1,0,0,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,olympiadbench-962,olympiadbench,0,2,0,0,learned,-1,0.0,0.33082112669944763,0.33082112669944763,0.0
step-error-yes-no-v1,math-25,math,9,5,1,0,learned,-1,0.0,0.031239837408065796,0.031239837408065796,0.0
step-error-yes-no-v1,olympiadbench-424,olympiadbench,11,11,1,1,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,olympiadbench-72,olympiadbench,3,1,1,0,learned,-1,0.0,0.7117023468017578,0.7117023468017578,0.0
step-error-yes-no-v1,omnimath-381,omnimath,0,3,0,0,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,math-700,math,2,-1,0,0,learned,-1,0.0,0.7340714931488037,0.7340714931488037,0.0
step-error-yes-no-v1,olympiadbench-315,olympiadbench,5,5,1,1,learned,-1,0.0,-0.031239837408065796,-0.031239837408065796,0.0
step-error-yes-no-v1,omnimath-408,omnimath,0,1,0,0,learned,-1,0.0,0.3168350160121918,0.3168350160121918,0.0
step-error-yes-no-v1,olympiadbench-507,olympiadbench,1,-1,0,0,learned,-1,0.0,0.5098299980163574,0.5098299980163574,0.0
step-error-yes-no-v1,omnimath-259,omnimath,7,6,1,0,learned,-1,0.0,-0.24491867423057556,-0.24491867423057556,0.0
step-error-yes-no-v1,gsm8k-348,gsm8k,3,-1,0,0,learned,-1,0.0,0.8038413524627686,0.8038413524627686,0.0
step-error-yes-no-v1,omnimath-893,omnimath,3,2,1,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,gsm8k-66,gsm8k,8,6,1,0,learned,-1,0.0,-0.5213013291358948,-0.5213013291358948,0.0
step-error-yes-no-v1,olympiadbench-296,olympiadbench,4,2,1,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,omnimath-392,omnimath,5,6,0,0,learned,-1,0.0,0.015623718500137329,0.015623718500137329,0.0
step-error-yes-no-v1,omnimath-468,omnimath,2,5,0,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,olympiadbench-73,olympiadbench,9,10,0,0,learned,-1,0.0,0.46211710572242737,0.46211710572242737,0.0
step-error-yes-no-v1,olympiadbench-79,olympiadbench,11,11,1,1,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,math-731,math,3,-1,0,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,math-528,math,4,-1,0,0,learned,-1,0.0,0.3852839469909668,0.3852839469909668,0.0
step-error-yes-no-v1,gsm8k-194,gsm8k,1,2,0,0,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,math-790,math,0,-1,0,0,learned,-1,0.0,0.719327449798584,0.719327449798584,0.0
step-error-yes-no-v1,olympiadbench-31,olympiadbench,5,5,1,1,learned,-1,0.0,0.1549907624721527,0.1549907624721527,0.0
step-error-yes-no-v1,omnimath-865,omnimath,1,3,0,0,learned,-1,0.0,0.39850881695747375,0.39850881695747375,0.0
step-error-yes-no-v1,omnimath-421,omnimath,4,3,1,0,learned,-1,0.0,-0.2740616202354431,-0.2740616202354431,0.0
step-error-yes-no-v1,math-926,math,7,4,1,0,learned,-1,0.0,-0.5653250217437744,-0.5653250217437744,0.0
step-error-yes-no-v1,math-100,math,0,1,0,0,learned,-1,0.0,0.5545997619628906,0.5545997619628906,0.0
step-error-yes-no-v1,math-247,math,3,5,0,0,learned,-1,0.0,-0.24491867423057556,-0.24491867423057556,0.0
step-error-yes-no-v1,math-482,math,5,3,1,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,gsm8k-164,gsm8k,0,0,1,1,learned,-1,0.0,0.6161344051361084,0.6161344051361084,0.0
step-error-yes-no-v1,math-865,math,3,-1,0,0,learned,-1,0.0,-0.06241875886917114,-0.06241875886917114,0.0
step-error-yes-no-v1,math-488,math,3,1,1,0,learned,-1,0.0,0.7411946058273315,0.7411946058273315,0.0
step-error-yes-no-v1,olympiadbench-503,olympiadbench,8,-1,0,0,learned,-1,0.0,-0.2301757037639618,-0.2301757037639618,0.0
step-error-yes-no-v1,olympiadbench-342,olympiadbench,0,1,0,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
step-error-yes-no-v1,math-447,math,1,0,1,0,learned,-1,0.0,0.7117023468017578,0.7117023468017578,0.0
step-error-yes-no-v1,olympiadbench-763,olympiadbench,8,2,1,0,learned,-1,0.0,-0.09347626566886902,-0.09347626566886902,0.0
step-error-yes-no-v1,math-754,math,3,-1,0,0,learned,-1,0.0,-0.30270975828170776,-0.30270975828170776,0.0
step-error-yes-no-v1,gsm8k-55,gsm8k,0,0,1,1,learned,-1,0.0,0.4371887743473053,0.4371887743473053,0.0
step-error-yes-no-v1,olympiadbench-17,olympiadbench,7,6,1,0,learned,-1,0.0,-0.30270975828170776,-0.30270975828170776,0.0
step-error-yes-no-v1,math-146,math,0,1,0,0,learned,-1,0.0,0.5325872898101807,0.5325872898101807,0.0
step-error-yes-no-v1,omnimath-881,omnimath,1,-1,0,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,olympiadbench-545,olympiadbench,2,2,1,1,learned,-1,0.0,-0.21532636880874634,-0.21532636880874634,0.0
step-error-yes-no-v1,math-650,math,6,-1,0,0,learned,-1,0.0,0.30270975828170776,0.30270975828170776,0.0
step-error-yes-no-v1,math-521,math,5,-1,0,0,learned,-1,0.0,-0.1549907624721527,-0.1549907624721527,0.0
step-error-yes-no-v1,math-454,math,6,6,1,1,learned,-1,0.0,-0.30270975828170776,-0.30270975828170776,0.0
step-error-yes-no-v1,olympiadbench-297,olympiadbench,3,3,1,1,learned,-1,0.0,0.7340714931488037,0.7340714931488037,0.0
step-error-yes-no-v1,math-37,math,2,1,1,0,learned,-1,0.0,0.35835739970207214,0.35835739970207214,0.0
step-error-yes-no-v1,gsm8k-244,gsm8k,0,-1,0,0,learned,-1,0.0,0.5098299980163574,0.5098299980163574,0.0
step-error-yes-no-v1,olympiadbench-485,olympiadbench,0,2,0,0,learned,-1,0.0,0.031239837408065796,0.031239837408065796,0.0
step-error-yes-no-v1,olympiadbench-746,olympiadbench,4,-1,0,0,learned,-1,0.0,-0.24491867423057556,-0.24491867423057556,0.0
step-error-yes-no-v1,math-717,math,2,-1,0,0,learned,-1,0.0,0.3852839469909668,0.3852839469909668,0.0
step-error-yes-no-v1,math-556,math,3,2,1,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,math-544,math,1,-1,0,0,learned,-1,0.0,0.7267831563949585,0.7267831563949585,0.0
step-error-yes-no-v1,gsm8k-199,gsm8k,2,2,1,1,learned,-1,0.0,0.5436869859695435,0.5436869859695435,0.0
step-error-yes-no-v1,math-875,math,1,1,1,1,learned,-1,0.0,0.7549536228179932,0.7549536228179932,0.0
step-error-yes-no-v1,olympiadbench-677,olympiadbench,0,1,0,0,learned,-1,0.0,0.2740616202354431,0.2740616202354431,0.0
step-error-yes-no-v1,math-466,math,5,2,1,0,learned,-1,0.0,0.4863359332084656,0.4863359332084656,0.0
step-error-yes-no-v1,omnimath-219,omnimath,0,1,0,0,learned,-1,0.0,0.6161344051361084,0.6161344051361084,0.0
step-error-yes-no-v1,math-774,math,3,4,0,0,learned,-1,0.0,0.3852839469909668,0.3852839469909668,0.0
step-error-yes-no-v1,omnimath-216,omnimath,4,2,1,0,learned,-1,0.0,-0.6443782448768616,-0.6443782448768616,0.0
step-error-yes-no-v1,omnimath-60,omnimath,2,1,1,0,learned,-1,0.0,0.653423547744751,0.653423547744751,0.0
step-error-yes-no-v1,olympiadbench-634,olympiadbench,2,0,1,0,learned,-1,0.0,0.06241875886917114,0.06241875886917114,0.0
step-error-yes-no-v1,olympiadbench-339,olympiadbench,0,1,0,0,learned,-1,0.0,0.21532636880874634,0.21532636880874634,0.0
step-error-yes-no-v1,omnimath-628,omnimath,2,-1,0,0,learned,-1,0.0,-0.3852839469909668,-0.3852839469909668,0.0
step-error-yes-no-v1,olympiadbench-3,olympiadbench,4,3,1,0,learned,-1,0.0,-0.18533319234848022,-0.18533319234848022,0.0
step-error-yes-no-v1,math-679,math,4,2,1,0,learned,-1,0.0,0.18533319234848022,0.18533319234848022,0.0
step-error-yes-no-v1,olympiadbench-149,olympiadbench,2,1,1,0,learned,-1,0.0,-0.5862119197845459,-0.5862119197845459,0.0
step-error-yes-no-v1,math-437,math,2,2,1,1,learned,-1,0.0,0.5545997619628906,0.5545997619628906,0.0
step-error-yes-no-v1,omnimath-213,omnimath,0,4,0,0,learned,-1,0.0,0.0,0.0,0.0
step-error-yes-no-v1,omnimath-705,omnimath,1,-1,0,0,learned,-1,0.0,0.5963735580444336,0.5963735580444336,0.0
step-error-yes-no-v1,omnimath-205,omnimath,6,3,1,0,learned,-1,0.0,-0.2740616202354431,-0.2740616202354431,0.0
step-error-yes-no-v1,omnimath-640,omnimath,3,-1,0,0,learned,-1,0.0,-0.41157007217407227,-0.41157007217407227,0.0
step-error-yes-no-v1,omnimath-198,omnimath,3,3,1,1,learned,-1,0.0,-0.7411946058273315,-0.7411946058273315,0.0
step-error-yes-no-v1,math-860,math,0,-1,0,0,learned,-1,0.0,0.30270975828170776,0.30270975828170776,0.0
step-error-yes-no-v1,math-725,math,1,2,0,0,learned,-1,0.0,-0.21532636880874634,-0.21532636880874634,0.0
step-error-yes-no-v1,math-234,math,0,1,0,0,learned,-1,0.0,0.8198139667510986,0.8198139667510986,0.0
step-error-yes-no-v1,math-542,math,1,2,0,0,learned,-1,0.0,0.6877902150154114,0.6877902150154114,0.0
step-error-yes-no-v1,math-406,math,1,1,1,1,learned,-1,0.0,0.8438436388969421,0.8438436388969421,0.0
step-error-yes-no-v1,omnimath-48,omnimath,6,4,1,0,learned,-1,0.0,-0.30270975828170776,-0.30270975828170776,0.0
step-error-yes-no-v1,olympiadbench-494,olympiadbench,3,1,1,0,learned,-1,0.0,0.3852839469909668,0.3852839469909668,0.0
step-error-yes-no-v1,math-220,math,3,1,1,0,learned,-1,0.0,0.8093010187149048,0.8093010187149048,0.0
step-error-yes-no-v1,math-81,math,0,2,0,0,learned,-1,0.0,0.8248723149299622,0.8248723149299622,0.0
step-error-yes-no-v1,gsm8k-334,gsm8k,2,-1,0,0,learned,-1,0.0,-0.015623718500137329,-0.015623718500137329,0.0
step-error-yes-no-v1,omnimath-170,omnimath,0,1,0,0,learned,-1,0.0,0.41157007217407227,0.41157007217407227,0.0
step-error-yes-no-v1,math-1,math,8,9,0,0,learned,-1,0.0,-0.4863359332084656,-0.4863359332084656,0.0
step-error-yes-no-v1,omnimath-65,omnimath,4,5,0,0,learned,-1,0.0,0.06241875886917114,0.06241875886917114,0.0
step-error-yes-no-v1,gsm8k-225,gsm8k,1,-1,0,0,learned,-1,0.0,0.24491867423057556,0.24491867423057556,0.0
